BUSINESS UNIT,BUSINESS LINE,ACTIVITY DATE,Sum of AHT,Sum of TOTAL TIME - AHT (sec),Sum of VOLUME - RECEIVED,Sum of CONFORMANCE,Sum of ADHERENCE,Sum of ABANDONMENT RATE,Sum of SERVICE LEVEL,Unplanned Out
Client Transactions,Client Transactions,5/28/2019,299,881408,2922,75.22%,67.16%,85.25%,0,8
Client Transactions,Client Transactions,5/29/2019,313,749420,2757,73.52%,63.90%,103.52%,0,10.5
Client Transactions,Client Transactions,5/30/2019,355,809203,2349,77.38%,66.31%,124.56%,0,0
Client Transactions,Client Transactions,5/31/2019,246,718976,2533,74.05%,63.45%,100.12%,0,12
Client Transactions,Client Transactions,6/3/2019,315,865933,2556,85.77%,67.15%,92.80%,0,8
Client Transactions,Client Transactions,6/4/2019,338,783244,2265,89.08%,65.70%,102.47%,0,4
Client Transactions,Client Transactions,6/5/2019,420,855869,2351,81.49%,65.03%,111.95%,0,3
Client Transactions,Client Transactions,6/6/2019,466,875562,1994,84.79%,68.17%,137.76%,0,0.75
Client Transactions,Client Transactions,6/7/2019,371,826212,2203,84.43%,72.18%,115.89%,0,6.5
Client Transactions,Client Transactions,6/10/2019,286,788922,2611,88.77%,68.90%,95.71%,0,10
Client Transactions,Client Transactions,6/11/2019,350,798401,2088,90.13%,69.10%,110.44%,0,0.083333333
Client Transactions,Client Transactions,6/12/2019,436,826536,2315,86.09%,70.72%,117.75%,0,2
Client Transactions,Client Transactions,6/13/2019,463,948271,2443,84.31%,71.69%,127.67%,0,3
Client Transactions,Client Transactions,6/14/2019,311,866417,2431,83.58%,70.76%,113.78%,0,2.5
Client Transactions,Client Transactions,6/17/2019,282,800300,2788,87.36%,72.16%,99.68%,0,18.5
Client Transactions,Client Transactions,6/18/2019,315,782016,2237,85.56%,64.27%,113.19%,0,20.5
Client Transactions,Client Transactions,6/19/2019,394,866888,2533,87.61%,73.05%,113.07%,0,16
Client Transactions,Client Transactions,6/20/2019,405,922365,2341,87.71%,75.59%,125.03%,0,15.91666667
Client Transactions,Client Transactions,6/21/2019,326,879236,2434,88.44%,73.18%,109.49%,0,8.75
Client Transactions,Client Transactions,6/24/2019,276,844657,3100,91.20%,78.01%,88.61%,0,35
Client Transactions,Client Transactions,6/25/2019,304,716831,2614,83.19%,63.75%,114.96%,0,9
Client Transactions,Client Transactions,6/26/2019,339,912801,3040,87.72%,71.47%,110.36%,0,10
Client Transactions,Client Transactions,6/27/2019,417,895923,2123,82.66%,70.50%,156.81%,0,8
Client Transactions,Client Transactions,6/28/2019,302,1109091,3008,85.47%,72.46%,88.50%,0,9
Client Transactions,Client Transactions,7/1/2019,274,776501,2702,80.88%,66.87%,95.19%,0,19
Client Transactions,Client Transactions,7/2/2019,370,756701,2290,84.98%,68.87%,123.01%,0,16
Client Transactions,Client Transactions,7/3/2019,362,869499,2463,85.50%,71.26%,116.81%,0,21
Client Transactions,Client Transactions,7/4/2019,0,N/A,227,#DIV/0!,#DIV/0!,0.00%,0,0
Client Transactions,Client Transactions,7/5/2019,308,717685,2130,92.09%,74.25%,125.82%,0,25.5
Client Transactions,Client Transactions,7/8/2019,321,848411,2351,84.84%,70.86%,104.17%,0,16.5
Client Transactions,Client Transactions,7/9/2019,332,792366,2091,91.61%,66.22%,102.82%,0,16.91666667
Client Transactions,Client Transactions,7/10/2019,418,839357,2385,85.96%,69.09%,106.04%,0,4.75
Client Transactions,Client Transactions,7/11/2019,453,888016,2767,87.37%,73.73%,120.60%,0,9.5
Client Transactions,Client Transactions,7/12/2019,294,812320,2500,84.15%,70.63%,123.00%,0,1
Client Transactions,Client Transactions,7/15/2019,250,824754,2877,81.27%,69.79%,107.44%,0,18
Client Transactions,Client Transactions,7/16/2019,273,713586,2441,86.53%,66.96%,119.46%,0,23.5
Client Transactions,Client Transactions,7/17/2019,313,801438,2812,79.30%,65.50%,112.73%,0,15
Client Transactions,Client Transactions,7/18/2019,297,770874,2218,81.60%,65.21%,125.83%,0,3
Client Transactions,Client Transactions,7/19/2019,269,694444,2431,74.44%,62.15%,108.80%,0,17
Client Transactions,Client Transactions,7/22/2019,248,681353,2458,72.35%,60.79%,98.33%,0,3.583333333
Client Transactions,Client Transactions,7/23/2019,301,636961,2075,#DIV/0!,#DIV/0!,114.46%,0,17.58333333
Client Transactions,Client Transactions,7/24/2019,412,785781,2231,88.23%,71.16%,120.89%,0,0
Client Transactions,Client Transactions,7/25/2019,343,709096,1997,74.39%,63.01%,131.40%,0,2
Client Transactions,Client Transactions,7/26/2019,296,727680,2281,79.82%,67.35%,107.37%,0,1
Client Transactions,Client Transactions,7/29/2019,295,834210,2747,78.98%,70.59%,92.06%,0,10.08333333
Client Transactions,Client Transactions,7/30/2019,315,753704,2483,88.01%,71.36%,105.56%,0,2
Client Transactions,Client Transactions,7/31/2019,355,874963,2719,83.99%,68.90%,105.74%,0,4.5
Client Transactions,Client Transactions,8/1/2019,383,876541,2153,82.60%,72.80%,127.17%,0,25.25
Client Transactions,Client Transactions,8/2/2019,328,850226,2319,84.44%,75.63%,106.34%,0,0
Client Transactions,Client Transactions,8/5/2019,260,700265,2567,81.77%,72.27%,93.49%,0,49.25
Client Transactions,Client Transactions,8/6/2019,403,841778,2112,89.76%,76.23%,114.73%,0,35.25
Client Transactions,Client Transactions,8/7/2019,409,826094,2292,89.76%,76.23%,117.63%,0,8
Client Transactions,Client Transactions,8/8/2019,395,890983,2120,83.70%,69.78%,120.75%,0,1
Client Transactions,Client Transactions,8/9/2019,341,853275,2178,81.84%,70.71%,102.66%,0,0
Client Transactions,Client Transactions,8/12/2019,351,853516,2281,84.29%,69.66%,97.98%,0,2.5
Client Transactions,Client Transactions,8/13/2019,386,776949,2153,89.54%,67.96%,110.22%,0,18.5
Client Transactions,Client Transactions,8/14/2019,458,898180,2348,92.49%,75.80%,117.59%,0,11
Client Transactions,Client Transactions,8/15/2019,403,930274,2212,91.49%,77.81%,120.57%,0,20.25
Client Transactions,Client Transactions,8/16/2019,326,864057,2645,88.46%,77.52%,100.68%,0,24
Client Transactions,Client Transactions,8/19/2019,279,717095,2346,89.27%,78.00%,110.14%,0,44.5
Client Transactions,Client Transactions,8/20/2019,335,786238,2355,93.63%,76.90%,110.19%,0,16.5
Client Transactions,Client Transactions,8/21/2019,398,884592,2337,91.47%,76.55%,115.96%,0,0
Client Transactions,Client Transactions,8/22/2019,430,854653,1864,87.10%,75.15%,138.79%,0,19
Client Transactions,Client Transactions,8/23/2019,358,847380,2128,92.82%,80.50%,110.34%,0,23
Client Transactions,Client Transactions,8/26/2019,294,852698,2949,86.36%,73.25%,85.45%,0,16
Client Transactions,Client Transactions,8/27/2019,311,741206,2383,90.66%,69.86%,105.71%,0,17
Client Transactions,Client Transactions,8/28/2019,340,710610,2556,77.06%,64.99%,116.67%,0,8
Client Transactions,Client Transactions,8/29/2019,405,868443,2095,87.47%,76.25%,139.90%,0,13
Client Transactions,Client Transactions,8/30/2019,301,836661,2493,85.67%,74.65%,105.90%,0,25
Client Transactions,Client Transactions,9/2/2019,67,27516,542,#DIV/0!,#DIV/0!,0.00%,0,0
Client Transactions,Client Transactions,9/3/2019,365,908857,2270,105.23%,81.77%,114.32%,0,0
Client Transactions,Client Transactions,9/4/2019,367,771019,2458,91.02%,75.35%,120.18%,0,24
Client Transactions,Client Transactions,9/5/2019,343,722285,1960,82.25%,71.95%,143.42%,0,15.5
Client Transactions,Client Transactions,9/6/2019,304,769223,2283,92.14%,77.75%,112.31%,0,37.5
Client Transactions,Client Transactions,9/9/2019,306,759738,2322,83.63%,73.26%,108.96%,0,10
Client Transactions,Client Transactions,9/10/2019,327,728424,2231,88.95%,67.73%,113.45%,0,16
Client Transactions,Client Transactions,9/11/2019,385,793157,2483,86.12%,70.56%,118.93%,0,4
Client Transactions,Client Transactions,9/12/2019,390,798308,2468,79.26%,67.98%,136.83%,0,3
Client Transactions,Client Transactions,9/13/2019,271,763866,2489,85.75%,71.79%,122.34%,0,8
Client Transactions,Client Transactions,9/16/2019,281,792707,2519,73.95%,66.57%,114.45%,0,2
Client Transactions,Client Transactions,9/17/2019,318,650938,2218,74.77%,61.49%,137.83%,0,5
Client Transactions,Client Transactions,9/18/2019,366,782827,2323,82.24%,68.83%,139.65%,0,13.16666667
Client Transactions,Client Transactions,9/19/2019,385,876201,2134,85.79%,72.70%,145.36%,0,7
Client Transactions,Client Transactions,9/20/2019,312,803816,2209,84.52%,71.53%,123.86%,0,2.25
Client Transactions,Client Transactions,9/23/2019,277,799119,2753,86.69%,73.81%,98.40%,0,24
Client Transactions,Client Transactions,9/24/2019,357,762688,2091,88.16%,70.35%,127.74%,0,14
Client Transactions,Client Transactions,9/25/2019,418,793856,2648,85.11%,70.05%,129.23%,0,0
Client Transactions,Client Transactions,9/26/2019,426,881772,2212,85.21%,72.46%,161.21%,0,12
Client Transactions,Client Transactions,9/27/2019,335,937553,2582,94.59%,79.70%,129.90%,0,0
Client Transactions,Client Transactions,9/30/2019,312,1163950,3005,93.12%,80.71%,91.31%,0,0
Client Transactions,Client Transactions,10/1/2019,341,742766,2148,85.48%,70.36%,126.35%,0,13
Client Transactions,Client Transactions,10/2/2019,411,826789,2198,85.35%,69.92%,131.80%,0,5.5
Client Transactions,Client Transactions,10/3/2019,456,916047,1971,97.72%,83.54%,145.05%,0,23.75
Client Transactions,Client Transactions,10/4/2019,355,888054,2091,92.59%,79.03%,117.22%,0,11.16666667
Client Transactions,Client Transactions,10/7/2019,313,797706,2376,94.37%,79.84%,100.13%,0,19.5
Client Transactions,Client Transactions,10/8/2019,376,706001,1839,75.52%,68.58%,127.13%,0,9.5
Client Transactions,Client Transactions,10/9/2019,464,927105,2341,101.10%,77.33%,114.52%,0,10.33333333
Client Transactions,Client Transactions,10/10/2019,417,890060,2098,91.27%,77.84%,126.07%,0,6
Client Transactions,Client Transactions,10/11/2019,336,833353,2316,94.38%,80.30%,107.04%,0,35.25
Client Transactions,Client Transactions,10/14/2019,397,840907,1822,100.81%,81.74%,125.58%,0,12
Client Transactions,Client Transactions,10/15/2019,405,827610,2032,110.82%,77.47%,112.16%,0,4.25
Client Transactions,Client Transactions,10/16/2019,387,785218,2457,89.51%,74.21%,110.22%,0,5.75
Client Transactions,Client Transactions,10/17/2019,420,857073,1945,91.07%,79.19%,134.29%,0,15.5
Client Transactions,Client Transactions,10/18/2019,325,786609,2832,91.14%,79.45%,106.67%,0,9.5
Client Transactions,Client Transactions,10/21/2019,276,777952,2534,67.78%,71.07%,112.47%,0,0
Client Transactions,Client Transactions,10/22/2019,330,654138,2110,83.08%,63.56%,141.04%,0,21.75
Client Transactions,Client Transactions,10/23/2019,321,782170,3471,85.65%,70.10%,115.50%,0,8
Client Transactions,Client Transactions,10/24/2019,345,810134,2094,88.00%,75.16%,179.47%,0,9.25
Client Transactions,Client Transactions,10/25/2019,298,763064,2336,84.91%,72.94%,151.24%,0,8.5
Client Transactions,Client Transactions,10/28/2019,237,714666,2967,93.27%,71.40%,119.35%,0,32
Client Transactions,Client Transactions,10/29/2019,357,847137,2324,95.01%,70.37%,150.34%,0,11
Client Transactions,Client Transactions,10/30/2019,377,798804,2454,88.03%,72.90%,155.95%,0,18
Client Transactions,Client Transactions,10/31/2019,368,924356,2310,91.62%,77.41%,156.84%,0,1.5
Client Transactions,Client Transactions,11/1/2019,305,850976,2516,93.78%,79.44%,133.03%,0,1.5
Client Transactions,Client Transactions,11/4/2019,310,874985,2577,94.05%,81.80%,121.89%,0,3.5
Client Transactions,Client Transactions,11/5/2019,388,812696,1985,96.80%,75.49%,152.80%,0,16
Client Transactions,Client Transactions,11/6/2019,454,883796,2262,96.55%,79.85%,148.10%,0,6.25
Client Transactions,Client Transactions,11/7/2019,448,936217,2169,93.52%,80.72%,158.14%,0,0
Client Transactions,Client Transactions,11/8/2019,311,818841,2422,93.48%,79.58%,132.78%,0,26.5
Client Transactions,Client Transactions,11/11/2019,312,714946,2079,92.71%,80.05%,150.51%,0,18
Client Transactions,Client Transactions,11/12/2019,440,861424,2016,100.55%,80.95%,158.13%,0,22
Client Transactions,Client Transactions,11/13/2019,449,918997,2598,95.33%,78.58%,143.92%,0,1.5
Client Transactions,Client Transactions,11/14/2019,438,933589,2454,91.11%,77.72%,165.48%,0,1.083333333
Client Transactions,Client Transactions,11/15/2019,303,922020,2589,94.41%,82.13%,139.36%,0,4.5
Client Transactions,Client Transactions,11/18/2019,324,848777,2559,89.49%,76.63%,140.99%,0,7.5
Client Transactions,Client Transactions,11/19/2019,336,773648,2243,93.73%,75.39%,158.18%,0,7.083333333
Client Transactions,Client Transactions,11/20/2019,417,946053,2492,99.64%,80.49%,151.28%,0,0.333333333
Client Transactions,Client Transactions,11/21/2019,419,929368,2204,97.66%,83.13%,170.37%,0,8.75
Client Transactions,Client Transactions,11/22/2019,286,763548,2420,88.98%,74.45%,144.92%,0,32
Client Transactions,Client Transactions,11/25/2019,276,841297,3198,96.03%,78.17%,117.85%,0,12.75
Client Transactions,Client Transactions,11/26/2019,335,889648,3048,93.10%,80.58%,136.48%,0,8
Client Transactions,Client Transactions,11/27/2019,383,953917,2445,99.74%,84.63%,168.34%,0,3
Client Transactions,Client Transactions,11/28/2019,0,N/A,290,#DIV/0!,#DIV/0!,0.00%,0,0
Client Transactions,Client Transactions,11/29/2019,307,672235,1798,85.72%,66.97%,209.57%,0,17.5
Client Transactions,Client Transactions,12/2/2019,290,790708,2457,92.01%,80.86%,143.55%,0,11.91666667
Client Transactions,Client Transactions,12/3/2019,376,864024,1998,103.56%,85.25%,161.46%,0,10
Client Transactions,Client Transactions,12/4/2019,416,882721,2394,99.02%,82.29%,146.07%,0,6.5
Client Transactions,Client Transactions,12/5/2019,444,917589,2007,94.91%,82.38%,171.20%,0,2.25
Client Transactions,Client Transactions,12/6/2019,387,913342,2029,98.82%,84.24%,152.98%,0,15.25
Client Transactions,Client Transactions,12/9/2019,386,869757,2299,96.98%,82.35%,140.23%,0,21.66666667
Client Transactions,Client Transactions,12/10/2019,385,814372,2179,96.88%,78.77%,150.76%,0,18
Client Transactions,Client Transactions,12/11/2019,465,920579,2423,97.53%,79.78%,153.94%,0,10
Client Transactions,Client Transactions,12/12/2019,494,1002472,2496,98.15%,84.68%,168.11%,0,11.5
Client Transactions,Client Transactions,12/13/2019,304,928777,2751,99.44%,83.47%,141.48%,0,11.5
Client Transactions,Client Transactions,12/16/2019,341,925885,3274,95.06%,80.36%,138.55%,0,10.5
Client Transactions,Client Transactions,12/17/2019,402,850668,2131,92.33%,77.86%,213.66%,0,14.75
Client Transactions,Client Transactions,12/18/2019,380,986052,2829,91.47%,78.87%,169.32%,0,3.75
Client Transactions,Client Transactions,12/19/2019,369,968279,2481,97.11%,82.66%,187.42%,0,9.5
Client Transactions,Client Transactions,12/20/2019,315,884264,2576,91.19%,74.55%,171.70%,0,8
Client Transactions,Client Transactions,12/23/2019,286,823066,2881,84.73%,72.50%,0.00%,0,0
Client Transactions,Client Transactions,12/24/2019,313,693342,2536,86.63%,72.61%,183.64%,0,0
Client Transactions,Client Transactions,12/25/2019,0,N/A,248,#DIV/0!,#DIV/0!,0.00%,0,0
Client Transactions,Client Transactions,12/26/2019,391,788508,2358,85.33%,73.84%,215.52%,0,18
Client Transactions,Client Transactions,12/27/2019,359,879930,2359,90.09%,77.21%,211.62%,0,16
Client Transactions,Client Transactions,12/30/2019,350,1107950,2864,95.12%,82.53%,162.15%,0,1
Client Transactions,Client Transactions,12/31/2019,290,1004515,3057,86.34%,70.30%,138.63%,0,8.25
Client Transactions,Client Transactions,1/1/2020,0,0,339,#DIV/0!,#DIV/0!,0.00%,0,0
Client Transactions,Client Transactions,1/2/2020,464,1073425,2318,87.89%,76.94%,186.63%,0,1
Client Transactions,Client Transactions,1/3/2020,360,1043466,2557,98.24%,84.28%,155.92%,0,8
Client Transactions,Client Transactions,1/6/2020,345,987216,2465,95.93%,82.80%,147.83%,0,26
Client Transactions,Client Transactions,1/7/2020,362,911091,2074,90.67%,74.04%,154.19%,0,15.5
Client Transactions,Client Transactions,1/8/2020,405,956925,2367,97.00%,81.77%,135.28%,0,13.5
Client Transactions,Client Transactions,1/9/2020,467,984532,2094,95.03%,80.37%,152.15%,0,12.5
Client Transactions,Client Transactions,1/10/2020,346,927048,2336,92.95%,81.70%,121.70%,0,10.75
Client Transactions,Client Transactions,1/13/2020,310,868577,2515,96.92%,82.97%,119.96%,0,22.25
Client Transactions,Client Transactions,1/14/2020,344,852944,2462,101.03%,80.51%,121.93%,0,34
Client Transactions,Client Transactions,1/15/2020,414,955970,2615,89.62%,74.65%,126.50%,0,0
Client Transactions,Client Transactions,1/16/2020,375,1047691,3257,99.75%,86.03%,115.78%,0,8
Client Transactions,Client Transactions,1/17/2020,298,848822,2439,90.25%,77.82%,137.72%,0,0
Client Transactions,Client Transactions,1/20/2020,68,61908,751,7.96%,5.67%,427.70%,0,0
Client Transactions,Client Transactions,1/21/2020,361,880881,2472,109.72%,90.33%,131.19%,0,34.25
Client Transactions,Client Transactions,1/22/2020,351,900119,2661,99.68%,83.23%,125.63%,0,2
Client Transactions,Client Transactions,1/23/2020,417,970054,2235,97.41%,85.11%,146.76%,0,0
Client Transactions,Client Transactions,1/24/2020,298,796113,2398,89.71%,77.61%,125.19%,0,10
Client Transactions,Client Transactions,1/27/2020,286,853966,2714,98.64%,84.40%,104.86%,0,17.5
Client Transactions,Client Transactions,1/28/2020,300,777008,2628,88.50%,69.49%,109.86%,0,15.5
Client Transactions,Client Transactions,1/29/2020,389,853765,2556,96.72%,83.24%,127.03%,0,25
Client Transactions,Client Transactions,1/30/2020,445,948664,2011,96.53%,83.19%,155.35%,0,16
Client Transactions,Client Transactions,1/31/2020,291,810643,2796,95.39%,80.88%,112.12%,0,36.5
Client Transactions,Client Transactions,2/3/2020,319,803025,2373,94.23%,80.71%,128.70%,0,26
Client Transactions,Client Transactions,2/4/2020,346,776471,2141,96.97%,77.30%,137.69%,0,36.75
Client Transactions,Client Transactions,2/5/2020,366,874111,2232,97.64%,78.86%,125.04%,0,8.5
Client Transactions,Client Transactions,2/6/2020,370,737285,1801,82.58%,67.93%,144.36%,0,19.5
Client Transactions,Client Transactions,2/7/2020,334,764180,2151,91.10%,76.20%,114.37%,0,18.5
Client Transactions,Client Transactions,2/10/2020,327,852547,2390,89.86%,78.18%,102.72%,0,17
Client Transactions,Client Transactions,2/11/2020,337,747565,2299,94.50%,72.26%,110.31%,0,25.5
Client Transactions,Client Transactions,2/12/2020,406,798792,2372,87.92%,75.17%,123.90%,0,24
Client Transactions,Client Transactions,2/13/2020,406,804208,2410,85.79%,74.83%,139.67%,0,9
Client Transactions,Client Transactions,2/14/2020,263,728967,2534,92.98%,81.02%,123.64%,0,24
Client Transactions,Client Transactions,2/17/2020,64,50160,671,105.94%,92.57%,453.06%,0,0
Client Transactions,Client Transactions,2/18/2020,309,714837,2468,97.63%,74.49%,129.46%,0,16
Client Transactions,Client Transactions,2/19/2020,348,873536,2625,97.94%,82.35%,126.17%,0,3.5
Client Transactions,Client Transactions,2/20/2020,357,748510,1914,85.57%,73.53%,163.64%,0,12
Client Transactions,Client Transactions,2/21/2020,348,824458,2275,94.48%,80.12%,133.54%,0,9.5
Client Transactions,Client Transactions,2/24/2020,290,854437,2665,91.31%,80.25%,108.74%,0,20
Client Transactions,Client Transactions,2/25/2020,339,792171,2394,88.96%,72.44%,123.43%,0,3
Client Transactions,Client Transactions,2/26/2020,379,873422,2606,98.25%,81.90%,125.02%,0,0
Client Transactions,Client Transactions,2/27/2020,371,904637,2381,95.31%,81.77%,134.44%,0,8
Client Transactions,Client Transactions,2/28/2020,283,861155,2850,92.10%,79.80%,105.51%,0,3.5
Client Transactions,Client Transactions,3/2/2020,284,771544,2449,94.70%,80.30%,114.37%,0,1
Client Transactions,Client Transactions,3/3/2020,363,818084,2221,89.26%,74.70%,124.58%,0,0.5
Client Transactions,Client Transactions,3/4/2020,393,820364,2338,91.90%,77.72%,129.00%,0,0
Client Transactions,Client Transactions,3/5/2020,401,826507,1981,92.27%,80.93%,148.11%,0,8
Client Transactions,Client Transactions,3/6/2020,310,806636,2450,96.09%,81.00%,113.55%,0,8
Client Transactions,Client Transactions,3/9/2020,346,908922,2389,94.37%,80.26%,118.59%,0,2.5
Client Transactions,Client Transactions,3/10/2020,380,836580,2380,92.90%,78.36%,126.55%,0,20.25
Client Transactions,Client Transactions,3/11/2020,399,844619,2532,93.04%,78.83%,135.27%,0,32
Client Transactions,Client Transactions,3/12/2020,460,1038180,2617,96.37%,84.91%,144.59%,0,9.75
Client Transactions,Client Transactions,3/13/2020,313,932625,2748,94.02%,81.49%,129.44%,0,24.5
Client Transactions,Client Transactions,3/16/2020,322,887334,3134,89.39%,78.33%,130.28%,0,9
Client Transactions,Client Transactions,3/17/2020,397,989690,2215,97.65%,83.29%,171.83%,0,1.5
Client Transactions,Client Transactions,3/18/2020,423,1018272,2291,96.47%,83.56%,160.98%,0,0
Client Transactions,Client Transactions,3/19/2020,468,970507,1889,95.40%,82.87%,185.39%,0,6.833333333
Client Transactions,Client Transactions,3/20/2020,387,991680,2321,96.17%,82.90%,140.59%,0,8
Client Transactions,Client Transactions,3/23/2020,366,975478,2191,99.30%,87.20%,130.58%,0,9
Client Transactions,Client Transactions,3/24/2020,419,906373,2007,92.74%,76.82%,134.88%,0,10
Client Transactions,Client Transactions,3/25/2020,493,989713,2356,97.91%,82.19%,129.75%,0,0
Client Transactions,Client Transactions,3/26/2020,536,989668,2112,96.62%,83.75%,157.34%,0,0
Client Transactions,Client Transactions,3/27/2020,399,947944,2262,89.96%,77.00%,141.91%,0,0
Client Transactions,Client Transactions,3/30/2020,466,1074463,2207,101.54%,86.57%,135.16%,0,0
Client Transactions,Client Transactions,3/31/2020,372,1109293,2436,94.80%,80.01%,100.08%,0,0.5
Client Transactions,Client Transactions,4/1/2020,549,1010609,2047,99.24%,81.47%,129.21%,0,0
Client Transactions,Client Transactions,4/2/2020,568,969578,1846,92.68%,81.00%,150.98%,0,0
Client Transactions,Client Transactions,4/3/2020,442,918910,1837,95.65%,77.91%,138.43%,0,0
Client Transactions,Client Transactions,4/6/2020,434,985006,2074,96.79%,80.47%,118.85%,0,0
Client Transactions,Client Transactions,4/7/2020,545,863545,1596,85.83%,73.33%,155.20%,0,0
Client Transactions,Client Transactions,4/8/2020,524,882068,2077,86.96%,72.58%,138.18%,0,0
Client Transactions,Client Transactions,4/9/2020,404,847684,2079,92.99%,79.44%,137.23%,0,1
